Fase,FechaMedicion,Voltaje,Corriente,Potencia,FactorPotencia,Frecuencia,EnergiaActiva
2,2026-03-06 06:10:00,114.638,1.65,127.7,0.675,59.975,447.121
2,2026-03-06 06:20:00,114.97,1.705,138.6,0.706,59.99,447.148
2,2026-03-06 06:30:00,115.46,1.681,132.4,0.684,60.0,447.17
2,2026-03-06 06:40:00,115.34,1.696,136.34,0.695,59.97,447.192
2,2026-03-06 06:50:00,116.262,1.69,133.062,0.676,59.925,447.215
2,2026-03-06 07:00:00,116.889,1.697,133.278,0.672,59.933,447.237
2,2026-03-06 07:10:00,116.99,1.698,133.65,0.674,59.99,447.259
2,2026-03-06 07:20:00,116.93,1.848,212.59,0.98,59.97,447.294
2,2026-03-06 07:30:00,117.26,0.874,89.02,0.764,59.94,447.309
2,2026-03-06 07:40:00,115.96,0.845,69.2,0.659,59.96,447.321
2,2026-03-06 07:50:00,115.66,1.812,150.33,0.716,59.96,447.346
2,2026-03-06 08:00:00,118.529,1.754,138.386,0.667,59.971,447.365
2,2026-03-06 08:10:00,117.178,1.706,130.633,0.653,59.956,447.391
2,2026-03-06 08:20:00,117.71,1.972,167.81,0.709,59.96,447.418
2,2026-03-06 08:30:00,116.32,2.343,219.77,0.806,59.96,447.455
2,2026-03-06 08:40:00,116.13,2.216,202.58,0.787,59.94,447.489
2,2026-03-06 08:50:00,116.33,2.186,200.46,0.787,59.99,447.522
2,2026-03-06 09:00:00,116.7,2.186,201.69,0.79,59.97,447.556
2,2026-03-06 09:10:00,114.62,2.184,199.07,0.795,59.93,447.589
2,2026-03-06 09:20:00,115.53,2.212,203.2,0.794,59.95,447.624
2,2026-03-06 09:30:00,116.05,2.322,214.88,0.798,59.96,447.66
2,2026-03-06 09:40:00,114.53,2.317,212.47,0.801,59.95,447.696
2,2026-03-06 09:50:00,114.53,2.351,217.68,0.808,59.94,447.732
2,2026-03-06 10:00:00,115.01,2.355,219.21,0.808,59.95,447.769
2,2026-03-06 10:10:00,115.71,2.258,209.0,0.798,59.97,447.805
2,2026-03-06 10:20:00,116.03,2.271,211.32,0.803,59.95,447.84
2,2026-03-06 10:30:00,115.26,2.288,211.24,0.8,59.96,447.876
2,2026-03-06 10:40:00,115.97,2.312,213.41,0.798,59.97,447.912
2,2026-03-06 10:50:00,114.49,2.253,206.02,0.797,59.94,447.946
2,2026-03-06 11:00:00,113.92,2.264,207.14,0.803,59.96,447.981
2,2026-03-06 11:10:00,115.63,2.264,208.19,0.796,59.97,448.016
2,2026-03-06 11:20:00,114.656,2.259,207.833,0.802,59.933,448.047
2,2026-03-06 11:30:00,115.09,2.298,213.72,0.807,59.97,448.086
2,2026-03-06 11:40:00,114.656,2.294,213.0,0.809,59.967,448.121
2,2026-03-06 11:50:00,115.35,2.272,209.675,0.8,59.988,448.152
2,2026-03-06 12:00:00,115.375,2.261,206.538,0.792,59.95,448.191
2,2026-03-06 12:10:00,116.144,2.289,212.322,0.8,59.989,448.227
2,2026-03-06 12:20:00,116.25,2.238,205.14,0.788,59.94,448.261
2,2026-03-06 12:30:00,116.27,2.238,206.98,0.795,59.95,448.296
2,2026-03-06 12:40:00,115.07,2.37,222.79,0.815,59.96,448.335
2,2026-03-06 12:50:00,114.64,2.264,208.67,0.805,59.92,448.369
2,2026-03-06 13:00:00,112.67,2.304,210.67,0.811,59.96,448.405
2,2026-03-06 13:10:00,113.63,2.302,211.44,0.808,59.94,448.44
2,2026-03-06 13:20:00,116.983,2.82,307.4,0.932,59.95,448.481
2,2026-03-06 13:30:00,118.81,1.708,166.98,0.787,59.95,448.521
2,2026-03-06 13:40:00,117.64,1.589,145.4,0.759,59.98,448.545
2,2026-03-06 13:50:00,115.88,2.385,227.37,0.822,59.95,448.584
2,2026-03-06 14:00:00,115.1,2.345,220.41,0.818,59.95,448.621
2,2026-03-06 14:10:00,114.556,2.313,215.422,0.811,59.967,448.656
2,2026-03-06 14:20:00,112.75,2.372,219.67,0.821,59.94,448.692
2,2026-03-06 14:30:00,111.21,2.279,205.51,0.81,59.96,448.727
2,2026-03-06 14:40:00,112.767,2.291,209.011,0.809,59.956,448.758
2,2026-03-06 14:50:00,114.722,2.311,212.344,0.8,59.922,448.794
2,2026-03-06 15:00:00,115.58,2.455,232.18,0.818,60.0,448.836
2,2026-03-06 15:10:00,116.04,2.443,230.06,0.812,59.95,448.875
2,2026-03-06 15:20:00,116.067,2.398,225.9,0.81,59.956,448.909
2,2026-03-06 15:30:00,117.838,2.439,233.088,0.811,59.962,448.952
2,2026-03-06 15:40:00,116.62,2.436,231.29,0.813,59.97,448.99
2,2026-03-06 15:50:00,114.311,2.439,227.789,0.818,59.956,449.028
2,2026-03-06 16:00:00,115.588,2.466,233.262,0.819,59.962,449.066
2,2026-03-06 16:10:00,114.711,2.417,226.178,0.814,59.967,449.104
2,2026-03-06 16:20:00,114.88,2.385,223.99,0.817,59.94,449.141
2,2026-03-06 16:30:00,115.556,2.351,219.922,0.811,59.944,449.178
2,2026-03-06 16:40:00,117.062,2.413,229.462,0.812,59.95,449.216
2,2026-03-06 16:50:00,118.367,2.459,236.2,0.809,59.956,449.256
2,2026-03-06 17:00:00,116.99,2.387,221.27,0.793,59.94,449.292
2,2026-03-06 17:10:00,116.22,2.324,211.08,0.78,59.93,449.328
2,2026-03-06 17:20:00,116.244,2.248,207.478,0.793,59.956,449.363
2,2026-03-06 17:30:00,113.733,2.236,203.1,0.798,59.989,449.396
2,2026-03-06 17:40:00,115.22,2.126,188.73,0.77,59.98,449.428
2,2026-03-06 17:50:00,117.811,2.128,188.878,0.756,59.967,449.459
2,2026-03-06 18:00:00,117.73,2.103,185.33,0.749,59.95,449.49
2,2026-03-06 18:10:00,118.122,2.312,225.122,0.822,59.944,449.527
2,2026-03-06 18:20:00,115.5,2.102,189.5,0.776,59.94,449.559
2,2026-03-06 18:30:00,115.68,1.907,156.78,0.709,59.97,449.585
2,2026-03-06 18:40:00,115.43,1.912,160.03,0.724,59.93,449.611
2,2026-03-06 18:50:00,116.92,2.04,182.86,0.761,59.94,449.642
2,2026-03-06 19:00:00,116.689,2.173,201.711,0.796,59.989,449.676
2,2026-03-06 19:10:00,116.2,2.31,220.544,0.82,59.978,449.712
2,2026-03-06 19:20:00,117.67,2.782,309.1,0.943,59.96,449.763
2,2026-03-06 19:30:00,114.84,1.863,180.24,0.819,59.95,449.794
2,2026-03-06 19:40:00,116.07,1.812,170.42,0.796,59.98,449.823
2,2026-03-06 19:50:00,115.667,2.347,226.989,0.838,59.933,449.861
2,2026-03-06 20:00:00,116.622,2.252,213.311,0.813,59.944,449.896
2,2026-03-06 20:10:00,117.51,2.196,205.59,0.795,59.98,449.931
2,2026-03-06 20:20:00,116.911,2.212,207.267,0.801,59.956,449.965
2,2026-03-06 20:30:00,119.756,2.195,205.078,0.783,59.956,449.999
2,2026-03-06 20:40:00,116.06,2.402,233.6,0.835,59.94,450.037
2,2026-03-06 20:50:00,117.09,2.717,275.53,0.868,59.96,450.083
2,2026-03-06 21:00:00,117.171,2.686,272.143,0.866,59.943,450.129
2,2026-03-06 21:10:00,117.217,2.706,276.1,0.87,60.0,450.175
2,2026-03-06 21:20:00,117.967,2.36,235.644,0.843,59.956,450.215
2,2026-03-06 21:30:00,116.79,1.961,184.09,0.804,59.95,450.246
2,2026-03-06 21:40:00,117.35,1.955,183.6,0.802,59.96,450.276
2,2026-03-06 21:50:00,115.92,1.957,184.13,0.812,59.96,450.307
2,2026-03-06 22:00:00,117.0,1.955,183.81,0.802,59.96,450.337
2,2026-03-06 22:10:00,117.1,1.95,183.522,0.802,59.944,450.365
2,2026-03-06 22:20:00,117.922,2.092,204.222,0.828,59.967,450.402
2,2026-03-06 22:30:00,116.86,2.047,198.07,0.827,59.97,450.435
2,2026-03-06 22:40:00,116.68,1.875,173.53,0.794,59.94,450.465
2,2026-03-06 22:50:00,116.88,1.893,175.96,0.795,59.93,450.494
2,2026-03-06 23:00:00,116.778,1.888,172.911,0.787,59.967,450.523
2,2026-03-06 23:10:00,117.54,1.907,175.61,0.782,59.98,450.552
2,2026-03-06 23:20:00,117.667,1.766,145.111,0.696,59.967,450.577
2,2026-03-06 23:30:00,118.06,1.706,129.54,0.641,59.94,450.599
2,2026-03-06 23:40:00,119.13,1.734,133.73,0.645,59.96,450.621
2,2026-03-06 23:50:00,117.47,1.696,128.65,0.646,59.96,450.643
2,2026-03-07 00:00:00,117.678,1.697,129.678,0.649,59.978,450.664
2,2026-03-07 00:10:00,116.788,1.711,132.612,0.664,59.925,450.686
2,2026-03-07 00:20:00,117.58,1.678,126.09,0.639,59.96,450.707
2,2026-03-07 00:30:00,118.12,1.684,126.57,0.637,59.96,450.729
2,2026-03-07 00:40:00,119.28,1.702,128.94,0.633,59.97,450.75
2,2026-03-07 00:50:00,120.45,1.717,129.88,0.628,59.96,450.772
2,2026-03-07 01:00:00,119.57,1.696,126.19,0.622,59.96,450.793
2,2026-03-07 01:10:00,118.789,1.694,128.422,0.638,59.978,450.814
2,2026-03-07 01:20:00,118.04,1.812,210.42,0.984,59.98,450.848
2,2026-03-07 01:30:00,118.22,0.652,61.75,0.665,59.96,450.861
2,2026-03-07 01:40:00,117.611,0.902,74.867,0.64,59.978,450.872
2,2026-03-07 01:50:00,116.8,1.816,151.16,0.712,59.95,450.898
2,2026-03-07 02:00:00,117.233,1.726,135.633,0.67,59.978,450.921
2,2026-03-07 02:10:00,117.444,1.702,130.989,0.654,59.944,450.942
2,2026-03-07 02:20:00,116.444,1.679,127.856,0.653,59.944,450.964
2,2026-03-07 02:30:00,117.22,1.68,126.89,0.645,59.98,450.985
2,2026-03-07 02:40:00,115.96,1.662,125.06,0.649,59.97,451.006
2,2026-03-07 02:50:00,117.23,1.67,125.23,0.64,59.99,451.027
2,2026-03-07 03:00:00,117.356,1.67,124.889,0.637,59.956,451.048
2,2026-03-07 03:10:00,117.69,1.672,125.04,0.637,59.96,451.069
2,2026-03-07 03:20:00,118.4,1.681,125.9,0.632,59.956,451.09
2,2026-03-07 03:30:00,118.2,1.676,124.662,0.63,59.95,451.11
2,2026-03-07 03:40:00,117.725,1.67,124.462,0.63,59.95,451.131
2,2026-03-07 03:50:00,116.2,1.652,123.789,0.644,60.0,451.152
2,2026-03-07 04:00:00,116.88,1.661,129.24,0.668,59.95,451.173
2,2026-03-07 04:10:00,116.867,1.661,128.8,0.662,59.944,451.195
2,2026-03-07 04:20:00,117.32,1.666,128.9,0.66,59.94,451.217
2,2026-03-07 04:30:00,117.062,1.661,128.425,0.661,59.95,451.238
2,2026-03-07 04:40:00,117.93,1.671,129.12,0.654,59.97,451.26
2,2026-03-07 04:50:00,117.37,1.664,128.76,0.659,59.96,451.281
2,2026-03-07 05:00:00,117.68,1.675,130.86,0.664,59.98,451.303
2,2026-03-07 05:10:00,115.74,1.647,127.13,0.666,59.94,451.324
2,2026-03-07 05:20:00,116.833,1.66,128.111,0.66,59.967,451.343
2,2026-03-07 05:30:00,115.96,1.652,127.52,0.665,59.96,451.367
2,2026-03-07 05:40:00,117.2,1.668,128.629,0.659,59.943,451.386
2,2026-03-07 05:50:00,117.52,1.669,128.38,0.655,59.95,451.41
2,2026-03-07 06:00:00,116.91,1.662,127.78,0.658,59.96,451.431
2,2026-03-07 06:10:00,118.38,1.678,128.17,0.646,59.95,451.453
2,2026-03-07 06:20:00,117.35,1.678,125.55,0.639,59.962,451.473
2,2026-03-07 06:30:00,117.588,1.72,134.8,0.67,59.975,451.496
2,2026-03-07 06:40:00,116.256,1.701,132.778,0.671,59.956,451.518
2,2026-03-07 06:50:00,115.98,1.7,132.49,0.673,59.97,451.54
2,2026-03-07 07:00:00,117.56,1.717,134.62,0.667,59.96,451.563
2,2026-03-07 07:10:00,117.97,1.698,129.46,0.646,59.93,451.584
2,2026-03-07 07:20:00,116.41,1.752,198.01,0.968,59.94,451.617
2,2026-03-07 07:30:00,116.45,0.64,59.97,0.666,59.96,451.629
2,2026-03-07 07:40:00,115.189,0.699,54.978,0.623,59.967,451.637
2,2026-03-07 07:50:00,115.58,1.804,149.08,0.715,59.96,451.665
2,2026-03-07 08:00:00,115.94,1.718,134.66,0.677,59.95,451.687
2,2026-03-07 08:10:00,114.9,1.675,127.722,0.662,59.967,451.709
2,2026-03-07 08:20:00,116.04,1.671,125.79,0.649,59.94,451.73
2,2026-03-07 08:30:00,115.99,1.664,124.51,0.645,59.98,451.751
2,2026-03-07 08:40:00,114.667,1.646,122.911,0.651,59.967,451.771
2,2026-03-07 08:50:00,115.89,1.657,122.99,0.641,59.93,451.792
2,2026-03-07 09:00:00,116.76,1.666,123.44,0.636,59.96,451.812
2,2026-03-07 09:10:00,116.7,1.659,122.989,0.637,59.967,451.833
2,2026-03-07 09:20:00,115.23,1.644,121.91,0.643,59.96,451.853
2,2026-03-07 09:30:00,115.14,1.646,121.51,0.641,59.96,451.874
2,2026-03-07 09:40:00,115.23,1.645,121.54,0.64,59.97,451.894
2,2026-03-07 09:50:00,114.25,1.635,120.65,0.647,59.97,451.914
2,2026-03-07 10:00:00,116.26,1.725,132.61,0.656,59.95,451.936
2,2026-03-07 10:10:00,116.2,2.095,185.95,0.761,59.95,451.968
2,2026-03-07 10:20:00,117.45,2.073,184.42,0.757,59.93,451.998
2,2026-03-07 10:30:00,114.68,1.75,136.74,0.677,59.97,452.022
2,2026-03-07 10:40:00,114.8,1.64,121.03,0.644,59.98,452.042
2,2026-03-07 10:50:00,115.122,1.644,121.267,0.641,59.956,452.06
2,2026-03-07 11:00:00,113.82,1.631,120.26,0.648,59.96,452.082
2,2026-03-07 11:10:00,115.678,1.934,150.856,0.674,59.944,452.107
2,2026-03-07 11:20:00,114.88,2.423,196.11,0.698,59.93,452.14
2,2026-03-07 11:30:00,114.956,2.05,156.633,0.663,59.978,452.165
2,2026-03-07 11:40:00,115.05,2.057,154.49,0.65,59.93,452.19
2,2026-03-07 11:50:00,114.478,1.819,138.289,0.666,59.967,452.214
2,2026-03-07 12:00:00,114.49,2.171,167.42,0.669,59.94,452.241
2,2026-03-07 12:10:00,116.011,1.888,146.5,0.667,59.956,452.265
2,2026-03-07 12:20:00,115.4,2.167,157.73,0.629,59.95,452.293
2,2026-03-07 12:30:00,113.32,2.138,167.57,0.678,59.96,452.321
2,2026-03-07 12:40:00,113.133,1.622,119.822,0.651,59.956,452.341
2,2026-03-07 12:50:00,114.322,1.637,120.767,0.643,59.956,452.359
2,2026-03-07 13:00:00,115.122,1.647,121.5,0.641,59.933,452.379
2,2026-03-07 13:10:00,114.61,1.643,121.5,0.644,59.97,452.402
2,2026-03-07 13:20:00,115.311,1.725,188.689,0.946,59.967,452.434
2,2026-03-07 13:30:00,114.22,0.766,74.61,0.709,59.97,452.447
2,2026-03-07 13:40:00,115.712,0.938,76.9,0.651,59.975,452.458
2,2026-03-07 13:50:00,114.567,2.102,188.789,0.779,59.989,452.488
2,2026-03-07 14:00:00,114.77,2.227,203.74,0.797,59.93,452.522
2,2026-03-07 14:10:00,115.022,2.054,180.822,0.764,59.944,452.553
2,2026-03-07 14:20:00,115.68,1.961,170.18,0.749,59.94,452.581
2,2026-03-07 14:30:00,116.95,1.957,170.325,0.742,59.962,452.607
2,2026-03-07 14:40:00,117.04,1.947,168.02,0.737,59.97,452.638
2,2026-03-07 14:50:00,116.68,1.942,166.91,0.736,59.94,452.665
2,2026-03-07 15:00:00,115.588,2.104,188.575,0.774,59.975,452.695
2,2026-03-07 15:10:00,115.85,2.115,187.73,0.767,59.96,452.727
2,2026-03-07 15:20:00,114.867,2.061,178.833,0.754,59.911,452.757
2,2026-03-07 15:30:00,113.567,1.992,169.344,0.748,59.967,452.785
2,2026-03-07 15:40:00,114.94,1.982,170.8,0.749,59.96,452.814
2,2026-03-07 15:50:00,114.05,2.071,179.11,0.759,59.97,452.844
2,2026-03-07 16:00:00,115.67,2.042,175.36,0.741,59.93,452.873
2,2026-03-07 16:10:00,117.556,2.082,183.911,0.753,59.956,452.903
2,2026-03-07 16:20:00,117.312,2.072,181.988,0.751,59.988,452.934
2,2026-03-07 16:30:00,116.686,2.077,181.629,0.75,59.943,452.958
2,2026-03-07 16:40:00,116.12,2.028,175.45,0.744,59.97,452.993
2,2026-03-07 16:50:00,115.71,1.936,164.76,0.735,59.95,453.021
2,2026-03-07 17:00:00,118.089,1.904,163.389,0.724,59.956,453.048
2,2026-03-07 17:10:00,115.983,2.067,197.233,0.818,59.95,453.079
2,2026-03-07 17:20:00,116.525,2.023,192.75,0.819,59.975,453.108
2,2026-03-07 17:30:00,116.856,2.047,195.456,0.816,59.978,453.144
2,2026-03-07 17:40:00,117.433,2.053,195.778,0.811,59.933,453.173
2,2026-03-07 17:50:00,118.92,2.064,196.68,0.801,59.96,453.209
2,2026-03-07 18:00:00,118.19,2.118,203.33,0.81,59.97,453.243
2,2026-03-07 18:10:00,115.56,2.178,213.49,0.848,59.94,453.279
2,2026-03-07 18:20:00,115.54,2.186,215.8,0.856,59.97,453.315
2,2026-03-07 18:30:00,114.32,2.163,210.85,0.854,59.94,453.35
2,2026-03-07 18:40:00,116.267,2.207,220.089,0.857,59.967,453.383
2,2026-03-07 18:50:00,115.011,2.817,286.356,0.886,59.989,453.434
2,2026-03-07 19:00:00,115.67,2.776,282.14,0.88,59.95,453.481
2,2026-03-07 19:10:00,118.07,2.686,274.22,0.864,59.95,453.527
2,2026-03-07 19:20:00,116.42,3.2,346.09,0.926,59.99,453.585
2,2026-03-07 19:30:00,118.789,2.286,230.089,0.834,59.978,453.626
2,2026-03-07 19:40:00,115.81,2.365,233.57,0.841,59.96,453.665
2,2026-03-07 19:50:00,116.4,3.621,378.24,0.898,59.96,453.728
2,2026-03-07 20:00:00,117.64,3.47,362.5,0.889,59.96,453.789
2,2026-03-07 20:10:00,117.11,3.421,357.13,0.89,59.96,453.849
2,2026-03-07 20:20:00,117.25,3.362,350.48,0.89,59.94,453.907
2,2026-03-07 20:30:00,118.644,3.407,358.122,0.889,59.967,453.966
2,2026-03-07 20:40:00,118.11,3.163,329.63,0.882,59.97,454.022
2,2026-03-07 20:50:00,118.14,2.8,288.12,0.872,59.94,454.07
2,2026-03-07 21:00:00,117.11,2.762,283.88,0.877,59.97,454.118
2,2026-03-07 21:10:00,115.289,2.782,283.978,0.886,59.956,454.165
2,2026-03-07 21:20:00,113.567,2.786,282.122,0.891,59.956,454.213
2,2026-03-07 21:30:00,115.02,2.858,290.62,0.884,59.96,454.261
2,2026-03-07 21:40:00,119.41,3.206,334.32,0.874,59.95,454.319
2,2026-03-07 21:50:00,119.4,3.06,316.45,0.865,59.97,454.373
2,2026-03-07 22:00:00,118.02,2.88,293.09,0.862,59.96,454.422
2,2026-03-07 22:10:00,120.4,2.464,244.7,0.817,59.98,454.464
2,2026-03-07 22:20:00,118.3,1.862,164.29,0.742,59.99,454.492
2,2026-03-07 22:30:00,116.289,5.236,575.056,0.859,59.978,454.593
2,2026-03-07 22:40:00,117.138,4.913,538.612,0.845,59.962,454.688
2,2026-03-07 22:50:00,116.9,1.756,143.856,0.699,59.933,454.712
2,2026-03-07 23:00:00,118.32,1.718,130.71,0.643,59.98,454.733
2,2026-03-07 23:10:00,117.59,1.699,128.16,0.642,59.93,454.755
2,2026-03-07 23:20:00,118.7,1.692,125.13,0.623,59.98,454.776
2,2026-03-07 23:30:00,119.26,1.706,127.09,0.625,59.95,454.798
2,2026-03-07 23:40:00,118.475,1.704,128.238,0.635,59.962,454.819
2,2026-03-07 23:50:00,119.47,1.704,126.74,0.622,59.92,454.84
2,2026-03-08 00:00:00,116.312,1.667,124.2,0.643,59.975,454.861
2,2026-03-08 00:10:00,116.67,1.661,122.6,0.631,59.92,454.881
2,2026-03-08 00:20:00,116.78,1.667,124.05,0.637,59.95,454.902
2,2026-03-08 00:30:00,116.525,1.676,125.862,0.643,59.938,454.923
2,2026-03-08 00:40:00,116.33,1.656,122.44,0.638,59.96,454.943
2,2026-03-08 00:50:00,117.27,1.665,123.08,0.631,59.94,454.964
2,2026-03-08 01:00:00,117.29,1.667,123.4,0.631,59.94,454.984
2,2026-03-08 01:10:00,118.34,1.692,129.84,0.648,59.97,455.006
2,2026-03-08 01:20:00,119.144,1.77,199.444,0.944,59.956,455.04
2,2026-03-08 01:30:00,117.533,0.678,64.978,0.671,59.978,455.052
2,2026-03-08 01:40:00,118.49,0.842,69.42,0.631,59.95,455.064
2,2026-03-08 01:50:00,116.94,1.818,151.51,0.712,59.96,455.089
2,2026-03-08 02:00:00,116.9,1.72,134.625,0.67,59.975,455.112
2,2026-03-08 02:10:00,117.97,1.704,130.44,0.65,59.97,455.134
2,2026-03-08 02:20:00,117.133,1.684,127.544,0.649,59.956,455.155
2,2026-03-08 02:30:00,118.77,1.698,127.88,0.633,59.92,455.176
2,2026-03-08 02:40:00,118.767,1.688,126.233,0.629,59.967,455.197
2,2026-03-08 02:50:00,117.71,1.672,124.62,0.633,59.97,455.218
2,2026-03-08 03:00:00,119.08,1.688,125.65,0.624,59.96,455.239
2,2026-03-08 03:10:00,116.89,1.66,123.43,0.636,59.95,455.26
2,2026-03-08 03:20:00,117.41,1.663,123.37,0.631,59.95,455.28
2,2026-03-08 03:30:00,117.37,1.662,123.04,0.63,59.98,455.301
2,2026-03-08 03:40:00,116.75,1.655,122.55,0.634,59.97,455.321
2,2026-03-08 03:50:00,116.57,1.654,123.15,0.638,59.96,455.342
2,2026-03-08 04:00:00,117.12,1.661,128.55,0.66,59.94,455.364
2,2026-03-08 04:10:00,116.767,1.656,127.767,0.66,59.944,455.385
2,2026-03-08 04:20:00,117.98,1.671,128.67,0.653,59.95,455.406
2,2026-03-08 04:30:00,117.53,1.666,128.32,0.657,59.96,455.428
2,2026-03-08 04:40:00,116.3,1.651,127.26,0.664,59.98,455.449
2,2026-03-08 04:50:00,116.59,1.653,127.33,0.661,59.97,455.47
2,2026-03-08 05:00:00,115.57,1.642,126.34,0.665,59.99,455.491
2,2026-03-08 05:10:00,115.88,1.652,128.64,0.67,59.97,455.513
2,2026-03-08 05:20:00,117.0,1.672,132.078,0.677,59.956,455.532
2,2026-03-08 05:30:00,116.14,1.65,127.15,0.663,59.95,455.556
2,2026-03-08 05:40:00,117.62,1.666,128.02,0.652,59.94,455.577
2,2026-03-08 05:50:00,116.35,1.69,134.86,0.685,59.98,455.6
2,2026-03-08 06:00:00,116.77,1.747,145.84,0.716,59.97,455.624
2,2026-03-08 06:10:00,118.42,1.753,143.77,0.691,59.97,455.648
2,2026-03-08 06:20:00,116.62,1.72,135.68,0.676,59.99,455.671
2,2026-03-08 06:30:00,117.27,1.736,138.4,0.68,59.98,455.694
2,2026-03-08 06:40:00,116.88,1.734,138.03,0.679,59.96,455.717
2,2026-03-08 06:50:00,116.54,1.725,135.95,0.677,59.95,455.74
2,2026-03-08 07:00:00,116.2,1.74,138.51,0.686,59.95,455.763
2,2026-03-08 07:10:00,117.14,1.716,132.02,0.656,59.99,455.785
2,2026-03-08 07:20:00,117.43,1.819,202.66,0.947,59.99,455.819
2,2026-03-08 07:30:00,117.678,0.721,68.778,0.684,59.989,455.833
2,2026-03-08 07:40:00,117.77,0.838,69.1,0.638,59.96,455.844
2,2026-03-08 07:50:00,115.39,1.801,148.82,0.717,59.96,455.87
2,2026-03-08 08:00:00,115.91,1.71,132.99,0.671,59.94,455.892
2,2026-03-08 08:10:00,114.89,1.671,126.83,0.661,59.93,455.913
2,2026-03-08 08:20:00,114.556,1.656,124.722,0.657,59.967,455.932
2,2026-03-08 08:30:00,115.23,1.657,123.69,0.648,59.97,455.955
2,2026-03-08 08:40:00,114.17,1.741,137.28,0.69,59.91,455.978
2,2026-03-08 08:50:00,116.67,1.666,124.53,0.642,59.95,455.998
2,2026-03-08 09:00:00,116.37,1.655,123.01,0.639,59.96,456.019
2,2026-03-08 09:10:00,115.18,1.639,121.7,0.643,59.99,456.039
2,2026-03-08 09:20:00,114.56,1.633,120.81,0.646,59.95,456.059
2,2026-03-08 09:30:00,111.978,1.611,118.933,0.658,59.956,456.077
2,2026-03-08 09:40:00,113.54,1.748,133.82,0.669,59.97,456.1
2,2026-03-08 09:50:00,115.93,1.94,153.44,0.679,59.95,456.124
2,2026-03-08 10:00:00,117.21,2.089,167.84,0.679,59.94,456.154
2,2026-03-08 10:10:00,116.52,2.527,209.72,0.709,59.96,456.189
2,2026-03-08 10:20:00,116.15,2.411,200.82,0.703,59.96,456.225
2,2026-03-08 10:30:00,114.82,2.334,176.52,0.654,59.99,456.253
2,2026-03-08 10:40:00,116.478,1.818,137.922,0.661,59.978,456.277
2,2026-03-08 10:50:00,116.33,1.999,158.3,0.677,59.94,456.302
2,2026-03-08 11:00:00,117.675,2.114,158.138,0.636,59.95,456.324
2,2026-03-08 11:10:00,119.567,2.055,157.589,0.641,59.956,456.357
2,2026-03-08 11:20:00,117.15,1.892,147.73,0.664,59.93,456.381
2,2026-03-08 11:30:00,118.075,2.162,166.588,0.652,59.975,456.408
2,2026-03-08 11:40:00,114.98,2.665,211.16,0.684,59.96,456.444
2,2026-03-08 11:50:00,115.03,3.646,328.9,0.779,59.96,456.497
2,2026-03-08 12:00:00,116.56,2.906,273.69,0.81,59.99,456.544
2,2026-03-08 12:10:00,115.98,2.321,219.53,0.815,59.94,456.582
2,2026-03-08 12:20:00,115.54,2.302,216.13,0.814,59.97,456.618
2,2026-03-08 12:30:00,114.48,2.609,247.71,0.829,59.95,456.659
2,2026-03-08 12:40:00,114.95,2.748,259.66,0.824,59.95,456.702
2,2026-03-08 12:50:00,116.46,2.979,280.98,0.812,59.94,456.748
2,2026-03-08 13:00:00,117.056,3.047,275.489,0.771,59.967,456.793
2,2026-03-08 13:10:00,117.033,2.867,259.3,0.771,59.956,456.837
2,2026-03-08 13:20:00,116.35,2.739,293.2,0.919,59.938,456.889
2,2026-03-08 13:30:00,117.43,1.669,159.05,0.775,59.98,456.916
2,2026-03-08 13:40:00,116.0,1.842,152.762,0.71,59.925,456.937
2,2026-03-08 13:50:00,116.411,3.136,283.578,0.774,59.944,456.99
2,2026-03-08 14:00:00,116.11,4.463,408.27,0.786,59.98,457.058
2,2026-03-08 14:10:00,115.378,3.932,355.444,0.78,59.956,457.117
2,2026-03-08 14:20:00,116.89,2.12,188.65,0.763,59.96,457.149
2,2026-03-08 14:30:00,119.7,2.173,198.7,0.764,59.96,457.183
2,2026-03-08 14:40:00,116.47,2.174,198.34,0.781,59.95,457.215
2,2026-03-08 14:50:00,115.43,2.138,191.38,0.776,59.97,457.247
2,2026-03-08 15:00:00,115.81,1.988,171.39,0.745,59.97,457.276
2,2026-03-08 15:10:00,113.275,1.907,161.488,0.746,59.962,457.303
2,2026-03-08 15:20:00,113.75,1.902,161.66,0.746,59.94,457.33
2,2026-03-08 15:30:00,115.76,1.887,160.09,0.732,59.93,457.357
2,2026-03-08 15:40:00,116.075,1.9,160.862,0.73,59.975,457.384
2,2026-03-08 15:50:00,115.76,2.081,181.6,0.755,59.98,457.414
2,2026-03-08 16:00:00,117.567,2.126,189.222,0.758,59.956,457.446
2,2026-03-08 16:10:00,119.34,2.13,190.96,0.751,59.98,457.478
2,2026-03-08 16:20:00,117.8,2.115,188.425,0.758,59.938,457.509
2,2026-03-08 16:30:00,117.512,2.106,186.85,0.755,59.988,457.541
2,2026-03-08 16:40:00,117.51,2.112,188.35,0.759,59.98,457.572
2,2026-03-08 16:50:00,117.522,2.103,186.844,0.756,59.922,457.603
2,2026-03-08 17:00:00,118.214,2.132,191.971,0.763,59.986,457.635
2,2026-03-08 17:10:00,117.4,2.091,185.74,0.757,59.95,457.666
2,2026-03-08 17:20:00,117.99,2.101,187.1,0.755,59.94,457.697
2,2026-03-08 17:30:00,119.11,2.245,215.59,0.803,59.96,457.733
